[LOG]Added St#1 	Position(264,15009) 	 to the Quad Tree.
[LOG]Added St#412 	Position(21311,19287) 	 to the Quad Tree.
[LOG]Added St#413 	Position(21852,19312) 	 to the Quad Tree.
[LOG]Added St#414 	Position(22370,19328) 	 to the Quad Tree.
[LOG]Added St#415 	Position(22918,19306) 	 to the Quad Tree.
[LOG]Added St#416 	Position(23425,19318) 	 to the Quad Tree.
[LOG]Added St#417 	Position(23962,19293) 	 to the Quad Tree.
[LOG]Added St#418 	Position(24509,19316) 	 to the Quad Tree.
[LOG]Added St#419 	Position(-24,19870) 	 to the Quad Tree.
[LOG]Added St#420 	Position(543,19848) 	 to the Quad Tree.
[LOG]Added St#421 	Position(1086,19824) 	 to the Quad Tree.
[LOG]Added St#422 	Position(1639,19870) 	 to the Quad Tree.
[LOG]Added St#423 	Position(2159,19863) 	 to the Quad Tree.
[LOG]Added St#424 	Position(2679,19868) 	 to the Quad Tree.
[LOG]Added St#425 	Position(3223,19865) 	 to the Quad Tree.
[LOG]Added St#426 	Position(3771,19836) 	 to the Quad Tree.
[LOG]Added St#427 	Position(4294,19865) 	 to the Quad Tree.
[LOG]Added St#428 	Position(4829,19868) 	 to the Quad Tree.
[LOG]Added St#429 	Position(5411,19837) 	 to the Quad Tree.
[LOG]Added St#430 	Position(5948,19865) 	 to the Quad Tree.
[LOG]Added St#431 	Position(6464,19842) 	 to the Quad Tree.
[LOG]Added St#432 	Position(7016,19860) 	 to the Quad Tree.
[LOG]Added St#433 	Position(7570,19868) 	 to the Quad Tree.
[LOG]Added St#434 	Position(8072,19838) 	 to the Quad Tree.
[LOG]Added St#435 	Position(8649,19830) 	 to the Quad Tree.
[LOG]Added St#436 	Position(9150,19828) 	 to the Quad Tree.
[LOG]Added St#437 	Position(9679,19869) 	 to the Quad Tree.
[LOG]Added St#438 	Position(10233,19847) 	 to the Quad Tree.
[LOG]Added St#439 	Position(10753,19851) 	 to the Quad Tree.
[LOG]Added St#440 	Position(11297,19851) 	 to the Quad Tree.
[LOG]Added St#441 	Position(11880,19853) 	 to the Quad Tree.
[LOG]Added St#442 	Position(12413,19859) 	 to the Quad Tree.
[LOG]Added St#443 	Position(12916,19874) 	 to the Quad Tree.
[LOG]Added St#444 	Position(13486,19862) 	 to the Quad Tree.
[LOG]Added St#445 	Position(13987,19846) 	 to the Quad Tree.
[LOG]Added St#446 	Position(14567,19861) 	 to the Quad Tree.
[LOG]Added St#447 	Position(15099,19867) 	 to the Quad Tree.
[LOG]Added St#448 	Position(15616,19843) 	 to the Quad Tree.
[LOG]Added St#449 	Position(16185,19875) 	 to the Quad Tree.
[LOG]Added St#450 	Position(16696,19846) 	 to the Quad Tree.
[LOG]Added St#451 	Position(17265,19855) 	 to the Quad Tree.
[LOG]Added St#452 	Position(17806,19861) 	 to the Quad Tree.
[LOG]Added St#453 	Position(18326,19855) 	 to the Quad Tree.
[LOG]Added St#454 	Position(18870,19868) 	 to the Quad Tree.
[LOG]Added St#455 	Position(19399,19829) 	 to the Quad Tree.
[LOG]Added St#456 	Position(19931,19842) 	 to the Quad Tree.
[LOG]Added St#457 	Position(20464,19825) 	 to the Quad Tree.
[LOG]Added St#458 	Position(21029,19844) 	 to the Quad Tree.
[LOG]Added St#459 	Position(21563,19851) 	 to the Quad Tree.
[LOG]Added St#460 	Position(22124,19855) 	 to the Quad Tree.
[LOG]Added St#461 	Position(22645,19854) 	 to the Quad Tree.
[LOG]Added St#462 	Position(23192,19872) 	 to the Quad Tree.
[LOG]Added St#463 	Position(23724,19864) 	 to the Quad Tree.
[LOG]Added St#464 	Position(24274,19841) 	 to the Quad Tree.
[LOG]Added St#465 	Position(24783,19849) 	 to the Quad Tree.
[LOG]Added St#466 	Position(291,20380) 	 to the Quad Tree.
[LOG]Added St#467 	Position(816,20381) 	 to the Quad Tree.
[LOG]Added St#468 	Position(1373,20382) 	 to the Quad Tree.
[LOG]Added St#469 	Position(1903,20378) 	 to the Quad Tree.
[LOG]Added St#470 	Position(2435,20386) 	 to the Quad Tree.
[LOG]Added St#471 	Position(2941,20391) 	 to the Quad Tree.
[LOG]Added St#472 	Position(3493,20381) 	 to the Quad Tree.
[LOG]Added St#473 	Position(4049,20415) 	 to the Quad Tree.
[LOG]Added St#474 	Position(4580,20371) 	 to the Quad Tree.
[LOG]Added St#475 	Position(5141,20363) 	 to the Quad Tree.
[LOG]Added St#476 	Position(5657,20375) 	 to the Quad Tree.
[LOG]Added St#477 	Position(6210,20380) 	 to the Quad Tree.
[LOG]Added St#478 	Position(6710,20392) 	 to the Quad Tree.
[LOG]Added St#479 	Position(7301,20373) 	 to the Quad Tree.
[LOG]Added St#480 	Position(7830,20379) 	 to the Quad Tree.
[LOG]Added St#481 	Position(8348,20409) 	 to the Quad Tree.
[LOG]Added St#482 	Position(8879,20407) 	 to the Quad Tree.
[LOG]Added St#483 	Position(9454,20413) 	 to the Quad Tree.
[LOG]Added St#484 	Position(9949,20395) 	 to the Quad Tree.
[LOG]Added St#485 	Position(10504,20415) 	 to the Quad Tree.
[LOG]Added St#486 	Position(11037,20384) 	 to the Quad Tree.
[LOG]Added St#487 	Position(11610,20412) 	 to the Quad Tree.
[LOG]Added St#488 	Position(12126,20405) 	 to the Quad Tree.
[LOG]Added St#489 	Position(12677,20404) 	 to the Quad Tree.
[LOG]Added St#490 	Position(13228,20373) 	 to the Quad Tree.
[LOG]Added St#491 	Position(13731,20404) 	 to the Quad Tree.
[LOG]Added St#492 	Position(14300,20405) 	 to the Quad Tree.
[LOG]Added St#493 	Position(14804,20411) 	 to the Quad Tree.
[LOG]Added St#494 	Position(15360,20375) 	 to the Quad Tree.
[LOG]Added St#495 	Position(15916,20367) 	 to the Quad Tree.
[LOG]Added St#496 	Position(16416,20404) 	 to the Quad Tree.
[LOG]Added St#497 	Position(16988,20366) 	 to the Quad Tree.
[LOG]Added St#498 	Position(17529,20374) 	 to the Quad Tree.
[LOG]Added St#499 	Position(18039,20395) 	 to the Quad Tree.
[LOG]Added St#500 	Position(18616,20397) 	 to the Quad Tree.
[LOG]Added St#501 	Position(19115,20380) 	 to the Quad Tree.
[LOG]Added St#502 	Position(19668,20392) 	 to the Quad Tree.
[LOG]Added St#503 	Position(20218,20414) 	 to the Quad Tree.
[LOG]Added St#504 	Position(20732,20365) 	 to the Quad Tree.
[LOG]Added St#505 	Position(21282,20406) 	 to the Quad Tree.
[LOG]Added St#506 	Position(21819,20409) 	 to the Quad Tree.
[LOG]Added St#507 	Position(22362,20372) 	 to the Quad Tree.
[LOG]Added St#508 	Position(22917,20385) 	 to the Quad Tree.
[LOG]Added St#509 	Position(23445,20375) 	 to the Quad Tree.
[LOG]Added St#510 	Position(23960,20374) 	 to the Quad Tree.
[LOG]Added St#511 	Position(24548,20371) 	 to the Quad Tree.
[LOG]Added St#512 	Position(15,20944) 	 to the Quad Tree.
[LOG]Added St#513 	Position(553,20929) 	 to the Quad Tree.
[LOG]Added St#514 	Position(1066,20945) 	 to the Quad Tree.
[LOG]Added St#515 	Position(1632,20943) 	 to the Quad Tree.
[LOG]Added St#516 	Position(2182,20947) 	 to the Quad Tree.
[LOG]Added St#517 	Position(2718,20906) 	 to the Quad Tree.
[LOG]Added St#518 	Position(3230,20917) 	 to the Quad Tree.
[LOG]Added St#519 	Position(3782,20931) 	 to the Quad Tree.
[LOG]Added St#520 	Position(4324,20913) 	 to the Quad Tree.
[LOG]Added St#521 	Position(4851,20948) 	 to the Quad Tree.
[LOG]Added St#522 	Position(5387,20943) 	 to the Quad Tree.
[LOG]Added St#523 	Position(5917,20910) 	 to the Quad Tree.
[LOG]Added St#524 	Position(6490,20939) 	 to the Quad Tree.
[LOG]Added St#525 	Position(7004,20952) 	 to the Quad Tree.
[LOG]Added St#526 	Position(7527,20928) 	 to the Quad Tree.
[LOG]Added St#527 	Position(8079,20930) 	 to the Quad Tree.
[LOG]Added St#528 	Position(8624,20948) 	 to the Quad Tree.
[LOG]Added St#529 	Position(9169,20931) 	 to the Quad Tree.
[LOG]Added St#530 	Position(9725,20945) 	 to the Quad Tree.
[LOG]Added St#531 	Position(10249,20937) 	 to the Quad Tree.
[LOG]Added St#532 	Position(10785,20944) 	 to the Quad Tree.
[LOG]Added St#533 	Position(11334,20923) 	 to the Quad Tree.
[LOG]Added St#534 	Position(11856,20926) 	 to the Quad Tree.
[LOG]Added St#535 	Position(12410,20950) 	 to the Quad Tree.
[LOG]Added St#536 	Position(12935,20919) 	 to the Quad Tree.
[LOG]Added St#537 	Position(13455,20946) 	 to the Quad Tree.
[LOG]Added St#538 	Position(14004,20953) 	 to the Quad Tree.
[LOG]Added St#539 	Position(14537,20946) 	 to the Quad Tree.
[LOG]Added St#540 	Position(15087,20918) 	 to the Quad Tree.
[LOG]Added St#541 	Position(15606,20944) 	 to the Quad Tree.
[LOG]Added St#542 	Position(16163,20929) 	 to the Quad Tree.
[LOG]Added St#543 	Position(16686,20926) 	 to the Quad Tree.
[LOG]Added St#544 	Position(17252,20950) 	 to the Quad Tree.
[LOG]Added St#545 	Position(17795,20948) 	 to the Quad Tree.
[LOG]Added St#546 	Position(18314,20909) 	 to the Quad Tree.
[LOG]Added St#547 	Position(18866,20943) 	 to the Quad Tree.
[LOG]Added St#548 	Position(19378,20934) 	 to the Quad Tree.
[LOG]Added St#549 	Position(19960,20931) 	 to the Quad Tree.
[LOG]Added St#550 	Position(20458,20930) 	 to the Quad Tree.
[LOG]Added St#551 	Position(21045,20945) 	 to the Quad Tree.
[LOG]Added St#552 	Position(21562,20927) 	 to the Quad Tree.
[LOG]Added St#553 	Position(22081,20920) 	 to the Quad Tree.
[LOG]Added St#554 	Position(22650,20933) 	 to the Quad Tree.
[LOG]Added St#555 	Position(23189,20930) 	 to the Quad Tree.
[LOG]Added St#556 	Position(23707,20925) 	 to the Quad Tree.
[LOG]Added St#557 	Position(24256,20919) 	 to the Quad Tree.
[LOG]Added St#558 	Position(24810,20916) 	 to the Quad Tree.
[LOG]Added St#559 	Position(269,21441) 	 to the Quad Tree.
[LOG]Added St#560 	Position(834,21470) 	 to the Quad Tree.
[LOG]Added St#561 	Position(1328,21480) 	 to the Quad Tree.
[LOG]Added St#562 	Position(1883,21480) 	 to the Quad Tree.
[LOG]Added St#563 	Position(2425,21469) 	 to the Quad Tree.
[LOG]Added St#564 	Position(2983,21494) 	 to the Quad Tree.
[LOG]Added St#565 	Position(3499,21476) 	 to the Quad Tree.
[LOG]Added St#566 	Position(4030,21484) 	 to the Quad Tree.
[LOG]Added St#567 	Position(4595,21484) 	 to the Quad Tree.
[LOG]Added St#568 	Position(5141,21479) 	 to the Quad Tree.
[LOG]Added St#569 	Position(5670,21458) 	 to the Quad Tree.
[LOG]Added St#570 	Position(6181,21476) 	 to the Quad Tree.
[LOG]Added St#571 	Position(6741,21491) 	 to the Quad Tree.
[LOG]Added St#572 	Position(7291,21466) 	 to the Quad Tree.
[LOG]Added St#573 	Position(7826,21476) 	 to the Quad Tree.
[LOG]Added St#574 	Position(8379,21451) 	 to the Quad Tree.
[LOG]Added St#575 	Position(8881,21488) 	 to the Quad Tree.
[LOG]Added St#576 	Position(9450,21478) 	 to the Quad Tree.
[LOG]Added St#577 	Position(9953,21449) 	 to the Quad Tree.
[LOG]Added St#578 	Position(10528,21477) 	 to the Quad Tree.
[LOG]Added St#579 	Position(11037,21493) 	 to the Quad Tree.
[LOG]Added St#580 	Position(11609,21494) 	 to the Quad Tree.
[LOG]Added St#581 	Position(12146,21494) 	 to the Quad Tree.
[LOG]Added St#582 	Position(12644,21479) 	 to the Quad Tree.
[LOG]Added St#583 	Position(13186,21486) 	 to the Quad Tree.
[LOG]Added St#584 	Position(13760,21457) 	 to the Quad Tree.
[LOG]Added St#585 	Position(14302,21464) 	 to the Quad Tree.
[LOG]Added St#586 	Position(14798,21473) 	 to the Quad Tree.
[LOG]Added St#587 	Position(15373,21457) 	 to the Quad Tree.
[LOG]Added St#588 	Position(15911,21477) 	 to the Quad Tree.
[LOG]Added St#589 	Position(16457,21460) 	 to the Quad Tree.
[LOG]Added St#590 	Position(16953,21482) 	 to the Quad Tree.
[LOG]Added St#591 	Position(17526,21452) 	 to the Quad Tree.
[LOG]Added St#592 	Position(18029,21463) 	 to the Quad Tree.
[LOG]Added St#593 	Position(18588,21488) 	 to the Quad Tree.
[LOG]Added St#594 	Position(19155,21466) 	 to the Quad Tree.
[LOG]Added St#595 	Position(19696,21486) 	 to the Quad Tree.
[LOG]Added St#596 	Position(20217,21491) 	 to the Quad Tree.
[LOG]Added St#597 	Position(20724,21485) 	 to the Quad Tree.
[LOG]Added St#598 	Position(21298,21469) 	 to the Quad Tree.
[LOG]Added St#599 	Position(21847,21492) 	 to the Quad Tree.
[LOG]Added St#600 	Position(22352,21475) 	 to the Quad Tree.
[LOG]Added St#601 	Position(22918,21444) 	 to the Quad Tree.
[LOG]Added St#602 	Position(23442,21491) 	 to the Quad Tree.
[LOG]Added St#603 	Position(24001,21477) 	 to the Quad Tree.
[LOG]Added St#604 	Position(24504,21477) 	 to the Quad Tree.
[LOG]Added St#605 	Position(-18,22022) 	 to the Quad Tree.
[LOG]Added St#606 	Position(533,21996) 	 to the Quad Tree.
[LOG]Added St#607 	Position(1093,22014) 	 to the Quad Tree.
[LOG]Added St#608 	Position(1618,21999) 	 to the Quad Tree.
[LOG]Added St#609 	Position(2164,22019) 	 to the Quad Tree.
[LOG]Added St#610 	Position(2686,22023) 	 to the Quad Tree.
[LOG]Added St#611 	Position(3236,21993) 	 to the Quad Tree.
[LOG]Added St#612 	Position(3750,22011) 	 to the Quad Tree.
[LOG]Added St#613 	Position(4286,21997) 	 to the Quad Tree.
[LOG]Added St#614 	Position(4845,22020) 	 to the Quad Tree.
[LOG]Added St#615 	Position(5408,22013) 	 to the Quad Tree.
[LOG]Added St#616 	Position(5921,22032) 	 to the Quad Tree.
[LOG]Added St#617 	Position(6445,22023) 	 to the Quad Tree.
[LOG]Added St#618 	Position(7021,22011) 	 to the Quad Tree.
[LOG]Added St#619 	Position(7540,22004) 	 to the Quad Tree.
[LOG]Added St#620 	Position(8097,22032) 	 to the Quad Tree.
[LOG]Added St#621 	Position(8615,22018) 	 to the Quad Tree.
[LOG]Added St#622 	Position(9139,22009) 	 to the Quad Tree.
[LOG]Added St#623 	Position(9697,22027) 	 to the Quad Tree.
[LOG]Added St#624 	Position(10250,21988) 	 to the Quad Tree.
[LOG]Added St#625 	Position(10766,21984) 	 to the Quad Tree.
[LOG]Added St#626 	Position(11311,22009) 	 to the Quad Tree.
[LOG]Added St#627 	Position(11854,22002) 	 to the Quad Tree.
[LOG]Added St#628 	Position(12381,21986) 	 to the Quad Tree.
[LOG]Added St#629 	Position(12918,22016) 	 to the Quad Tree.
[LOG]Added St#630 	Position(13455,22007) 	 to the Quad Tree.
[LOG]Added St#631 	Position(14005,22011) 	 to the Quad Tree.
[LOG]Added St#632 	Position(14577,21981) 	 to the Quad Tree.
[LOG]Added St#633 	Position(15107,22033) 	 to the Quad Tree.
[LOG]Added St#634 	Position(15653,22012) 	 to the Quad Tree.
[LOG]Added St#635 	Position(16171,22008) 	 to the Quad Tree.
[LOG]Added St#636 	Position(16697,22026) 	 to the Quad Tree.
[LOG]Added St#637 	Position(17249,22024) 	 to the Quad Tree.
[LOG]Added St#638 	Position(17767,21989) 	 to the Quad Tree.
[LOG]Added St#639 	Position(18333,21995) 	 to the Quad Tree.
[LOG]Added St#640 	Position(18872,22017) 	 to the Quad Tree.
[LOG]Added St#641 	Position(19379,22005) 	 to the Quad Tree.
[LOG]Added St#642 	Position(19962,21994) 	 to the Quad Tree.
[LOG]Added St#643 	Position(20467,22001) 	 to the Quad Tree.
[LOG]Added St#644 	Position(21042,22027) 	 to the Quad Tree.
[LOG]Added St#645 	Position(21571,22004) 	 to the Quad Tree.
[LOG]Added St#646 	Position(22109,22024) 	 to the Quad Tree.
[LOG]Added St#647 	Position(22640,22022) 	 to the Quad Tree.
[LOG]Added St#648 	Position(23153,22013) 	 to the Quad Tree.
[LOG]Added St#649 	Position(23735,22031) 	 to the Quad Tree.
[LOG]Added St#650 	Position(24275,21998) 	 to the Quad Tree.
[LOG]Added St#651 	Position(24817,22028) 	 to the Quad Tree.
[LOG]Added St#652 	Position(277,22519) 	 to the Quad Tree.
[LOG]Added St#653 	Position(784,22555) 	 to the Quad Tree.
[LOG]Added St#654 	Position(1338,22557) 	 to the Quad Tree.
[LOG]Added St#655 	Position(1911,22543) 	 to the Quad Tree.
[LOG]Added St#656 	Position(2407,22539) 	 to the Quad Tree.
[LOG]Added St#657 	Position(2975,22553) 	 to the Quad Tree.
[LOG]Added St#658 	Position(3510,22519) 	 to the Quad Tree.
[LOG]Added St#659 	Position(4063,22521) 	 to the Quad Tree.
[LOG]Added St#660 	Position(4568,22571) 	 to the Quad Tree.
[LOG]Added St#661 	Position(5131,22553) 	 to the Quad Tree.
[LOG]Added St#662 	Position(5666,22530) 	 to the Quad Tree.
[LOG]Added St#663 	Position(6182,22543) 	 to the Quad Tree.
[LOG]Added St#664 	Position(6761,22541) 	 to the Quad Tree.
[LOG]Added St#665 	Position(7255,22546) 	 to the Quad Tree.
[LOG]Added St#666 	Position(7817,22569) 	 to the Quad Tree.
[LOG]Added St#667 	Position(8369,22563) 	 to the Quad Tree.
[LOG]Added St#668 	Position(8895,22530) 	 to the Quad Tree.
[LOG]Added St#669 	Position(9429,22539) 	 to the Quad Tree.
[LOG]Added St#670 	Position(9992,22540) 	 to the Quad Tree.
[LOG]Added St#671 	Position(10485,22531) 	 to the Quad Tree.
[LOG]Added St#672 	Position(11064,22531) 	 to the Quad Tree.
[LOG]Added St#673 	Position(11577,22536) 	 to the Quad Tree.
[LOG]Added St#674 	Position(12150,22535) 	 to the Quad Tree.
[LOG]Added St#675 	Position(12685,22543) 	 to the Quad Tree.
[LOG]Added St#676 	Position(13186,22546) 	 to the Quad Tree.
[LOG]Added St#677 	Position(13737,22553) 	 to the Quad Tree.
[LOG]Added St#678 	Position(14308,22523) 	 to the Quad Tree.
[LOG]Added St#679 	Position(14807,22523) 	 to the Quad Tree.
[LOG]Added St#680 	Position(15373,22529) 	 to the Quad Tree.
[LOG]Added St#681 	Position(15923,22548) 	 to the Quad Tree.
[LOG]Added St#682 	Position(16444,22549) 	 to the Quad Tree.
[LOG]Added St#683 	Position(16996,22559) 	 to the Quad Tree.
[LOG]Added St#684 	Position(17500,22541) 	 to the Quad Tree.
[LOG]Added St#685 	Position(18074,22561) 	 to the Quad Tree.
[LOG]Added St#686 	Position(18612,22555) 	 to the Quad Tree.
[LOG]Added St#687 	Position(19120,22528) 	 to the Quad Tree.
[LOG]Added St#688 	Position(19661,22529) 	 to the Quad Tree.
[LOG]Added St#689 	Position(20204,22568) 	 to the Quad Tree.
[LOG]Added St#690 	Position(20775,22551) 	 to the Quad Tree.
[LOG]Added St#691 	Position(21313,22536) 	 to the Quad Tree.
[LOG]Added St#692 	Position(21845,22559) 	 to the Quad Tree.
[LOG]Added St#693 	Position(22386,22558) 	 to the Quad Tree.
[LOG]Added St#694 	Position(22928,22560) 	 to the Quad Tree.
[LOG]Added St#695 	Position(23446,22534) 	 to the Quad Tree.
[LOG]Added St#696 	Position(23997,22557) 	 to the Quad Tree.
[LOG]Added St#697 	Position(24545,22565) 	 to the Quad Tree.
[LOG]Added St#698 	Position(-5,23108) 	 to the Quad Tree.
[LOG]Added St#699 	Position(546,23101) 	 to the Quad Tree.
[LOG]Added St#700 	Position(1053,23099) 	 to the Quad Tree.
[LOG]Added St#701 	Position(1641,23079) 	 to the Quad Tree.
[LOG]Added St#702 	Position(2181,23102) 	 to the Quad Tree.
[LOG]Added St#703 	Position(2676,23069) 	 to the Quad Tree.
[LOG]Added St#704 	Position(3221,23069) 	 to the Quad Tree.
[LOG]Added St#705 	Position(3761,23101) 	 to the Quad Tree.
[LOG]Added St#706 	Position(4327,23107) 	 to the Quad Tree.
[LOG]Added St#707 	Position(4847,23076) 	 to the Quad Tree.
[LOG]Added St#708 	Position(5389,23059) 	 to the Quad Tree.
[LOG]Added St#709 	Position(5903,23080) 	 to the Quad Tree.
[LOG]Added St#710 	Position(6465,23107) 	 to the Quad Tree.
[LOG]Added St#711 	Position(6987,23058) 	 to the Quad Tree.
[LOG]Added St#712 	Position(7567,23091) 	 to the Quad Tree.
[LOG]Added St#713 	Position(8072,23063) 	 to the Quad Tree.
[LOG]Added St#714 	Position(8641,23090) 	 to the Quad Tree.
[LOG]Added St#715 	Position(9138,23097) 	 to the Quad Tree.
[LOG]Added St#716 	Position(9686,23109) 	 to the Quad Tree.
[LOG]Added St#717 	Position(10246,23078) 	 to the Quad Tree.
[LOG]Added St#718 	Position(10758,23082) 	 to the Quad Tree.
[LOG]Added St#719 	Position(11305,23094) 	 to the Quad Tree.
[LOG]Added St#720 	Position(11853,23092) 	 to the Quad Tree.
[LOG]Added St#721 	Position(12371,23067) 	 to the Quad Tree.
[LOG]Added St#722 	Position(12921,23072) 	 to the Quad Tree.
[LOG]Added St#723 	Position(13473,23085) 	 to the Quad Tree.
[LOG]Added St#724 	Position(14006,23089) 	 to the Quad Tree.
[LOG]Added St#725 	Position(14556,23060) 	 to the Quad Tree.
[LOG]Added St#726 	Position(15098,23068) 	 to the Quad Tree.
[LOG]Added St#727 	Position(15634,23074) 	 to the Quad Tree.
[LOG]Added St#728 	Position(16166,23107) 	 to the Quad Tree.
[LOG]Added St#729 	Position(16729,23066) 	 to the Quad Tree.
[LOG]Added St#730 	Position(17231,23096) 	 to the Quad Tree.
[LOG]Added St#731 	Position(17804,23075) 	 to the Quad Tree.
[LOG]Added St#732 	Position(18321,23095) 	 to the Quad Tree.
[LOG]Added St#733 	Position(18867,23100) 	 to the Quad Tree.
[LOG]Added St#734 	Position(19407,23075) 	 to the Quad Tree.
[LOG]Added St#735 	Position(19964,23059) 	 to the Quad Tree.
[LOG]Added St#736 	Position(20472,23069) 	 to the Quad Tree.
[LOG]Added St#737 	Position(20999,23106) 	 to the Quad Tree.
[LOG]Added St#738 	Position(21555,23089) 	 to the Quad Tree.
[LOG]Added St#739 	Position(22100,23089) 	 to the Quad Tree.
[LOG]Added St#740 	Position(22612,23102) 	 to the Quad Tree.
[LOG]Added St#741 	Position(23151,23094) 	 to the Quad Tree.
[LOG]Added St#742 	Position(23740,23076) 	 to the Quad Tree.
[LOG]Added St#743 	Position(24260,23080) 	 to the Quad Tree.
[LOG]Added St#744 	Position(24820,23105) 	 to the Quad Tree.
[LOG]Added St#745 	Position(264,23627) 	 to the Quad Tree.
[LOG]Added St#746 	Position(806,23634) 	 to the Quad Tree.
